AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,WS_HR,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,PM2.5
23.1,0.52,8,17.1,25.1,32,23,0.7,0,66,1.4,138,130,1.3,11
25.3,0.32,3,8.2,11.3,47.6,18,1.2,0,56,1.1,50,68,1.8,9
26.5,0.29,2.6,6.5,9.2,51.4,13,1.5,0,49,0.9,27,1,2.4,10
27.7,0.33,2.3,7.6,9.9,53.1,15,1,0,45,0.9,41,16,2.3,8
27.3,0.3,3.1,8.4,11.5,54.5,18,1.8,0,51,2.7,26,57,2.7,12
26.7,0.28,2.1,7.3,9.5,54.2,23,1.9,0,53,2.2,30,20,3,12
26.5,0.33,2.1,8.5,10.7,49,19,1,0,54,1.7,25,30,1.8,11
25.5,0.32,1.8,7.9,9.7,46.5,25,2.1,0,55,1.2,121,127,3.3,11
23.9,0.34,1.1,8.1,9.2,46.3,17,2.1,0,58,1,114,73,2.2,15
22.6,0.42,1.3,13.2,14.5,41.3,20,1.8,0,63,1,93,116,1.8,16
21.9,0.42,1.4,14.1,15.6,37.2,25,1.6,0,67,1,115,119,1.8,14
21.4,0.36,1.5,12.6,14.1,37.2,23,1.6,0,71,1,121,101,1.6,17
21.2,0.39,1.7,16.5,18.3,34.8,27,1.4,0,72,1,104,99,1.7,17
21,0.37,1.5,14.9,16.5,34.2,21,1.1,0,73,0.9,98,119,1.7,12
20.5,0.35,1.3,11.4,12.8,34.3,21,1.2,0,76,1,98,76,1.3,12
20.4,0.35,1.1,13.6,14.8,33.2,32,1.1,0,77,1.1,75,70,1.7,12
20.6,0.3,1.6,5.4,7,38.9,16,1.3,0,77,1.5,105,125,1.2,13
20.6,0.27,1.1,4.2,5.3,39.5,11,1.6,0,77,1.4,131,105,1.8,9
20.3,0.23,1,3.8,4.9,38.6,18,1.2,0,77,1.5,105,91,1.3,10
20.1,0.24,0.9,4.2,5.1,38.2,15,1.4,0,78,1.4,86,120,1.5,10
20.5,0.27,1.3,5.2,6.5,39.5,11,1.3,0,78,1.4,75,56,1.4,14
20.5,0.35,1.5,9.9,11.5,37.1,16,0.9,0,80,1.5,59,72,1.3,12
20.4,0.45,1.9,12.7,14.7,37.6,19,1.1,0,80,1.4,54,56,1,13
20.8,0.52,2.2,15.5,17.8,39.2,19,1.3,0,77,1.6,94,93,2,15
20.3,0.42,2.2,15.2,17.5,40.1,25,1.4,0,77,1.7,118,98,1.4,17
19.8,0.47,3.1,18.9,22,36,30,0.7,0,82,1.7,94,98,1.5,17
20,0.43,2.6,14.4,17,42.9,20,1.4,0,79,1.7,106,111,2.4,17
19.2,0.38,2.2,11.8,14,51.6,28,1.8,0,76,1.5,79,55,2.3,19
19.1,0.41,2.1,13,15.2,51.8,41,1.7,0,75,1.8,98,108,1.6,22
18.8,0.45,2,12.8,14.8,53.9,45,1.7,0,74,2,98,96,1.8,18
18.6,0.52,1.9,12.9,14.8,57.1,45,1.5,0,74,2,99,80,1.9,24
18.3,0.54,1.7,11.6,13.3,61.2,53,1.7,0,73,2,105,135,1.9,29
17.9,0.54,1.6,11.4,13,61.1,51,1.8,0,74,1.9,119,122,1.8,33
17.8,0.48,1.5,10.4,11.9,58.9,44,1.6,0,75,1.9,104,105,1.8,28
17.6,0.38,1.4,8.2,9.6,55.2,38,1.6,0,74,1.8,93,97,1.6,19
17.4,0.32,1.4,6.1,7.5,54.8,36,1.8,0,73,1.7,112,132,2.4,24
17.2,0.27,1.2,3.6,4.9,56.2,37,2.9,0,71,1.7,126,135,2.8,21
17.1,0.28,1.2,3.3,4.5,56,46,2.4,0,72,1.4,122,90,2.6,26
16.9,0.28,0.8,2.6,3.5,55.7,40,1.5,0,75,1.6,95,67,1.6,23
16.7,0.29,0.7,2.9,3.6,55.1,37,1.4,0,75,1.6,94,103,1.9,21
16.7,0.27,0.7,2.5,3.2,54.7,33,1.8,0,74,1.5,94,82,2.3,22
16.7,0.27,0.7,2.8,3.5,52.2,27,1.3,0,74,1.6,91,111,1.8,22
16.7,0.25,0.8,2.6,3.5,51.9,30,2.9,0,73,1.5,131,132,2.5,14
16.9,0.28,0.9,5.3,6.3,46.6,36,2.1,0,71,1.4,123,134,2.3,18
17.3,0.31,1.2,7.2,8.5,43.3,35,3,0,69,1.5,131,130,3,18
17.6,0.35,1.9,9.9,11.9,39.1,40,2.3,0,68,1.5,126,128,2.5,13
18,0.32,2.3,9.7,12,39.1,30,2.2,0,68,1.5,104,100,3.1,11
18,0.31,2.5,8.7,11.2,38.9,18,2.3,0,71,1.6,80,77,2.8,12
18.1,0.3,2.1,8.1,10.2,39.6,25,2.7,0,71,2,87,84,3.4,13
17.8,0.28,2,7.2,9.2,40,18,2.5,0,72,1.4,82,88,3.3,12
17.8,0.27,1.9,6.8,8.8,40.8,7,2.6,0,73,1.4,83,90,2.6,8
17.9,0.3,2.4,8,10.5,38.9,10,2.5,0,74,1.5,83,79,3.2,6
18,0.33,2.5,8.6,11.2,37.6,9,2.4,0,75,1.5,79,88,3.3,5
18,0.34,2.3,8.7,11.1,37.6,15,2.4,0,74,1.5,90,90,2.9,6
17.8,0.35,1.9,8.4,10.4,37.5,8,2.1,0,76,1.6,95,80,2.8,3
17.8,0.33,1.8,8.5,10.4,37.4,5,2.4,0,76,1.6,97,94,2.5,3
17.6,0.33,1.9,8.8,10.7,36.8,5,2.1,0,78,1.6,85,78,2.5,7
17.6,0.32,1.6,10,11.6,34.9,14,1.5,0,79,1.6,91,119,1.7,4
17.6,0.29,1.7,10,11.7,33.2,7,2,0,82,1.6,98,112,2.5,7
17.8,0.31,1.3,9.5,10.9,32.2,5,1.5,0,82,1.6,97,116,1.9,5
18.2,0.25,1.2,7.3,8.5,35.4,4,1.8,0,82,1.7,111,110,2,1
18.5,0.22,1.1,5.4,6.5,39.9,17,1.8,0,81,1.5,83,87,1.9,3
18.4,0.22,1.4,3.5,4.9,42,6,2,0,82,1.4,89,96,2.2,3
22.2,0.29,1.9,3.8,5.8,48.2,5,3,0,67,1.4,107,104,3.9,3
22.7,0.35,2.5,5.9,8.4,46.1,6,2.5,0,66,1.4,102,116,1.8,2
23.1,0.33,2.3,4.8,7.2,45.9,11,2.7,0,65,1.5,121,93,2.4,2
23.9,0.31,2.2,4.1,6.4,48.1,8,3.4,0,62,1.3,128,131,5.3,2
24.1,0.27,2,3.1,5.1,49.1,8,4.8,0,61,1.1,135,141,5.1,1
24.2,0.27,1.8,3.1,5,47.9,10,5.1,0,59,1,144,149,3.8,2
23.6,0.33,2.7,6,8.7,44.3,8,2.1,0,62,1,128,50,2.6,3
22.7,0.29,1.7,4.3,6,45.5,9,0.2,0,65,1,137,113,3.5,6
22.1,0.43,1.8,8.5,10.4,41.6,13,1.4,0,70,1.2,69,106,2.2,7
21.5,0.38,2.2,8.7,11,41.5,8,2,0.4,73,1.4,87,81,2.4,8
20.7,0.31,1.7,6.8,8.6,41.8,4,2.1,0.8,78,1.5,87,106,2.7,5
20.6,0.29,1.4,6.2,7.6,43.6,7,2.2,0.4,78,1.4,110,130,2.1,3
20.5,0.31,1.5,8.5,10,39.8,7,1.4,1.2,79,1.4,74,49,1.3,5
21.1,0.34,1.5,9.4,11,38,5,1,0,77,1.4,70,102,1.7,4
20.3,0.38,1.8,11.2,13.1,27.8,9,0.9,0,80,1.4,193,205,0.7,5
19.8,0.41,1.3,10.6,11.9,22.8,9,0.2,0,84,1.7,7,54,0.8,7
19.5,0.47,1.7,12.4,14.1,16.9,21,0.3,0,85,1.9,42,60,1.4,16
19.5,0.43,1.5,12.5,14,16.7,16,0.5,0,86,1.8,225,203,1.6,15
19.1,0.32,1.4,5.7,7.2,21.3,12,1.2,1.2,86,1.7,262,325,1.1,11
18.9,0.33,1.6,3.6,5.2,35.6,16,1.6,2.6,87,1.6,292,295,1.3,12
18.6,0.39,1.6,6.6,8.2,29.3,12,0.5,6,88,1.6,39,63,1,10
18.5,0.41,1.4,8.2,9.7,25.2,11,0.7,1.2,90,1.6,7,336,1.6,12
18.6,0.5,2.2,13.4,15.7,19.8,11,1.5,0.2,90,1.8,326,317,1.9,15
18.7,0.41,2.4,14.2,16.6,21,7,1.9,0.8,90,2.1,323,322,1.7,8
19,0.5,4.6,15.9,20.5,22.4,7,0.5,0.2,89,2.1,186,151,1.4,9
19.3,0.48,4.1,13.6,17.8,28.2,19,0.5,0.2,89,2.4,128,88,0.9,15
20.1,0.34,3.3,9,12.3,37.1,9,0.6,0,86,2.3,23,24,1.5,6
20.6,0.32,3.1,6.8,9.9,40,21,1.1,0,83,2.1,0,0,1.6,6
20.9,0.31,2.8,6,8.8,40.3,28,1.1,0,80,2.1,12,11,1.1,6
20.8,0.3,2.1,7,9.2,38.9,32,0.7,0,80,2.2,32,11,1.4,7
20.6,0.33,2.1,8.3,10.5,37.3,19,0.7,0,81,2.3,10,77,0.9,9
20.1,0.42,2.2,13.9,16.2,31,23,1.2,1.4,84,2.7,359,335,2,9
19.4,0.42,1.9,13.4,15.4,30.8,19,1.4,5.2,88,2.4,333,325,0.7,17
19.3,0.44,1.8,14.7,16.6,27.1,15,0.5,0.4,89,2.3,282,315,0.8,12
19.3,0.42,1.9,14.4,16.4,25,16,0.9,0.4,89,2.1,288,268,1,17
18.9,0.31,1.8,9.8,11.6,25.6,21,0.9,0.4,89,1.8,306,298,1.1,12
18.2,0.25,1.7,7.9,9.6,28.4,6,0.8,0.2,90,1.6,299,330,1.2,10
18,0.25,1.6,8.4,10,29.1,11,0.9,1,89,1.6,331,332,0.9,11
17.7,0.24,1.5,8,9.6,28.8,10,0.7,2.2,90,1.6,244,217,1.2,8
17.6,0.27,2.2,7.8,10.1,29.8,22,1.4,0.4,90,2.2,190,185,1.6,17
17.8,0.22,0.5,6.2,6.7,32.6,14,0.8,0.4,91,1.9,191,208,1,7
17.9,0.2,0.8,4.8,5.6,34.2,11,0.5,1,91,2,190,194,0.6,9
18,0.17,0.9,4.7,5.7,33.7,4,0.2,1.6,92,2.1,163,94,0.9,1
18.1,0.15,0.6,4,4.6,39.8,5,0.3,0.2,92,2.6,93,333,0.6,0
18.4,0.2,0.5,6.3,6.8,34.1,7,0.6,0.8,91,2.3,149,124,1,4
18.6,0.21,0.8,7.4,8.3,31.5,12,1,0.4,91,2.3,149,167,1.3,7
18.9,0.22,1.2,6.2,7.5,34.7,8,1.1,0,90,2.2,178,168,1.5,5
20.1,0.21,1.4,4.5,5.9,39.2,9,1.2,0,85,2.1,163,139,1.4,3
21.8,0.2,1.6,4.9,6.6,44.4,14,0.8,0,76,2.1,83,39,1.6,0
22.3,0.21,1.6,5.2,6.8,44.8,11,1.1,0,74,2,88,133,1.6,3
22.9,0.18,1.4,3.1,4.6,47.1,7,1.4,0,69,1.8,43,70,2.9,3
22,0.18,1.6,3.5,5.1,46.5,8,1.3,0,72,1.6,41,45,2.8,0
21.1,0.2,1.3,5.2,6.6,44.7,12,1.2,0,78,1.8,65,122,1.7,4
20.4,0.19,1.4,4.6,6,44.5,18,1.5,0,82,1.6,115,120,2,4
20,0.2,0.8,5.2,6.1,43.8,9,1.7,0,83,1.6,131,137,1.6,7
19.6,0.21,0.7,5.5,6.3,38.4,12,1.4,0.2,84,1.5,126,127,1.8,6
19.2,0.21,0.8,6.3,7.1,43.9,11,1.2,0.4,85,1.5,119,127,1.3,3
18.8,0.2,0.8,5.8,6.7,44.4,11,0.8,1,86,1.5,122,101,1.1,2
19,0.3,0.9,10.8,11.7,35.8,15,0.5,0,85,1.5,163,190,0.7,4
18.8,0.27,0.9,11.1,12.1,31.3,14,0.9,0.2,86,1.6,153,179,1,6
18.6,0.26,1,9.1,10.1,32.7,9,1.1,0,87,1.8,166,157,1.8,6
18.6,0.26,0.8,9.3,10.2,33,5,0.6,0.6,88,1.7,171,146,1,6
18.3,0.24,0.8,8.6,9.5,34.8,6,1,0.8,89,1.8,148,155,1.1,12
18,0.18,1.6,4.8,6.5,39.5,7,0.6,1,91,1.7,156,149,0.8,7
17.9,0.18,1.2,4.4,5.7,40.1,6,1.1,1.2,91,1.7,158,185,1.3,3
17.8,0.15,1.1,3.6,4.7,37.2,1,0.9,2,92,1.6,171,173,0.6,2
18,0.16,1.4,4,5.4,37.9,0,0.8,0.2,92,1.6,175,165,1.4,4
17.8,0.15,0.9,2.8,3.8,37.6,4,1.2,2,92,1.6,178,151,1.3,2
17.8,0.17,1.2,4.9,6.1,36.1,5,1.1,0.8,92,1.5,180,176,1.5,3
18,0.2,1.5,6.9,8.5,34,4,1.5,0.2,91,1.6,188,186,1.8,0
18.1,0.19,1.6,4.7,6.3,36.4,6,1.5,1.8,91,1.5,176,168,1.4,0
18.4,0.24,2,8,10.1,34.2,5,1.1,1.4,91,1.5,172,181,1.8,1
19,0.22,2.3,7,9.4,35.2,4,1.5,0.6,90,1.5,168,175,1.4,4
19.4,0.24,2.6,7.7,10.3,38.5,4,0.7,0.4,89,1.5,144,69,0.8,4
19.8,0.21,2,6.5,8.5,43.1,5,0.5,0.8,86,1.5,113,124,1.1,3
20.1,0.18,1.7,4.6,6.4,45.2,10,1.4,0.4,81,1.2,102,133,1.8,6
20.2,0.21,2.1,5.4,7.5,33.7,6,1.6,0,82,1.2,154,126,2,5
19.7,0.18,1.6,3.9,5.5,45.3,5,2.2,0.6,79,1.1,131,142,3,2
19,0.23,1.9,8.8,10.7,38.5,7,1.9,0,83,1.1,159,157,2.1,1
19.3,0.31,1.5,10.4,12,31,4,1.2,0,83,1.2,135,69,0.5,2
19.4,0.4,2,16.7,18.8,23.4,16,0.8,0,84,1.4,142,133,1.4,5
19.2,0.31,2.5,11.4,13.9,28.8,12,1.2,0,81,1.4,163,163,1,6
18.8,0.36,3.1,16.1,19.2,19.3,19,0.9,0,83,1.5,164,172,1.5,9
18.4,0.33,3.7,13.2,17,16,23,1.1,0,85,1.6,169,174,1.6,18
18,0.3,2.3,11.3,13.6,17.7,19,1.2,0,86,1.7,145,131,1.6,9
17.7,0.23,1.8,7,8.9,21.9,9,1.6,0,86,1.5,145,143,1.6,9
17.5,0.2,1.4,5.8,7.2,20.8,11,1.4,0,86,1.4,137,140,1.7,5
17.2,0.19,1.9,3.3,5.2,21.4,11,1.4,0,86,0.8,144,141,1.1,6
17,0.18,1.8,2.6,4.4,20.6,6,0.9,0,86,0.7,162,162,0.7,4
17,0.16,2,1.5,3.6,20.1,11,1.4,0,86,0.7,172,197,1.4,2
16.9,0.16,1.9,0.8,2.7,20.1,8,1.7,0,85,0.7,172,166,1.5,3
16.8,0.16,1.9,1.1,3,19.3,5,1.5,0,84,0.5,178,168,1.1,0
16.7,0.18,2.2,2.6,4.9,17,10,1.5,0,84,0.4,178,201,1.5,0
17,0.19,2.8,3,5.9,15.9,5,1.8,0,83,0.4,176,168,2.2,0
18.5,0.21,2.9,2.3,5.3,18.3,5,0.7,0,78,0.3,217,307,1.1,1
19.7,0.35,4.6,7.1,11.8,25.6,12,0.9,0,77,0.5,320,290,1.4,1
21.5,0.34,3.9,7.3,11.3,31.1,13,1.6,0,74,0.6,323,328,2.6,6
21.8,0.28,3.5,5.5,9.1,39.5,16,2,0,73,0.5,316,306,2.7,11
22.1,0.26,2.7,4.7,7.4,47.5,26,1.8,0,71,0.7,320,334,2.1,10
21.5,0.28,2.3,5.8,8.2,51.7,37,2.6,0,73,0.6,323,320,3.3,17
20.9,0.26,2.2,4.5,6.8,54.7,36,3.2,0,74,0.5,322,311,3.8,21
19.8,0.27,2.3,6.3,8.6,49.3,40,2.3,0,78,0.4,322,309,1.6,21
19.6,0.31,2.3,7.5,9.8,48.7,34,2,0,79,0.5,330,329,2,21
19.2,0.36,1.8,9.2,11,40.6,30,1.2,0,80,0.5,320,229,0.7,21
18.9,0.41,2,12.7,14.7,37.4,28,1,0,80,0.8,313,309,1.2,21
18.6,0.54,2.7,19.6,22.3,25.2,35,0.4,0,82,0.8,233,177,0.7,25
17.8,0.53,4.5,19.1,23.6,11.4,35,1.4,0,85,0.9,193,190,1.5,22
17.2,0.4,3.7,11.9,15.7,13.7,24,1.6,0,86,0.9,180,172,1.6,17
16.8,0.39,3.6,11.9,15.5,12.6,24,1,0,85,0.8,179,153,1,15
16.5,0.33,3,9.6,12.6,15.9,15,1.3,0,83,0.7,184,166,0.6,13
16.2,0.39,2.7,11.8,14.6,12.1,17,0.8,0,83,0.8,179,174,1.2,10
15.7,0.22,1.5,3.7,5.3,17.2,0,1.3,0,84,1.5,183,180,1.6,10
15.3,0.19,1.5,2.3,3.9,16.1,6,1.6,0,84,1.4,185,166,1.2,7
15.2,0.18,1.7,2.4,4.1,17.1,10,1.5,0,84,1.3,182,189,1.9,7
15.1,0.2,1.4,2.7,4.2,14.6,14,1.1,0,84,1.2,174,176,1.4,9
15,0.21,1.2,3,4.3,15,12,1.1,0,84,1.1,156,139,1.1,10
14.9,0.32,3.4,8.1,11.6,9.8,14,0.9,0,85,1.2,149,138,0.6,8
15.4,0.38,6.9,7.5,14.4,11.9,16,1.2,0,85,1.5,176,143,1.4,14
17.2,0.31,4.2,5.1,9.4,21.3,10,1.7,0,78,1.4,190,189,1.5,10
20.3,0.35,5.2,7.4,12.7,29.5,19,0.9,0,69,1.7,124,75,1.9,16
22.4,0.29,3.2,5.5,8.7,43.2,22,1.4,0,60,2.2,74,20,1.9,13
23.3,0.28,2.7,4.1,6.8,47.7,25,1.6,0,52,1.9,26,17,2.9,10
23.7,0.27,2.1,4,6.1,50.4,17,1.6,0,50,1.8,29,27,2.8,12
23.9,0.26,2.1,3.7,5.8,50.2,23,1.8,0,50,1.2,34,21,3,13
23.9,0.27,2,4,6,48.9,19,1.5,0,52,1,50,47,3.2,11
22.9,0.26,2.1,4.2,6.3,47.6,21,1.9,0,54,0.8,56,70,3.5,11
22.4,0.27,1.8,4.3,6.2,47.9,23,2.2,0,54,0.8,79,88,2.4,13
21.2,0.33,1.8,7.6,9.4,48.3,24,1.5,0,60,1,83,91,2.2,14
20.2,0.33,1.6,6.9,8.6,49.4,27,1.8,0,63,1.2,113,109,2.3,17
19.7,0.34,1.3,5.2,6.6,49.3,32,2.4,0,63,1.5,119,127,3.5,19
19.2,0.37,1.3,4.8,6.1,57.6,40,2.4,0,64,1.4,115,112,1.9,22
18.9,0.39,1.4,6.2,7.6,54.4,34,2.1,0,65,1.3,120,129,2.4,25
18.4,0.38,1.5,6.1,7.6,50.9,30,2,0,67,1.2,121,125,1.9,19
18.1,0.37,1.3,5.9,7.3,43.2,28,1.5,0,67,1.1,126,136,1.6,20
17.8,0.35,1.2,5.7,6.9,46,40,1.6,0,69,1.5,127,137,1.9,22
17.8,0.33,1.2,3.8,5.1,45.8,23,1.6,0,69,1.9,129,130,1.6,8
17.8,0.32,1,4.5,5.5,42.6,31,1.2,0,70,1.8,119,118,1.3,9
17.8,0.3,1.2,4,5.3,43,24,1.3,0,71,1.8,119,122,1.8,11
17.9,0.28,1.3,2.4,3.8,45,24,1.7,0,72,1.8,118,117,2,9
18.1,0.28,1.1,2.3,3.4,45.3,23,1.7,0,72,1.9,114,99,1.6,10
18.4,0.31,1.2,4.8,6,42.7,28,1.5,0,71,1.9,90,86,2,11
19,0.35,1.6,5.8,7.4,43.3,26,1.6,0,69,1.9,108,129,2.4,10
20.6,0.38,1.9,5.8,7.7,45.1,26,1.8,0,64,1.9,122,127,2.3,9
21.4,0.34,1.9,5,6.9,46.5,20,1.8,0,60,1.8,130,140,1.9,9
22.5,0.35,2.1,4.6,6.8,46.5,11,1.5,0,57,1.9,122,116,2.4,6
23.5,0.31,1.7,2.8,4.6,49.1,11,2.4,0,55,2,132,131,2.8,7
24.8,0.29,1.6,2.4,4.1,49.9,12,1.6,0,51,1.8,136,92,1.5,6
25.3,0.31,2.1,4.3,6.5,48.7,15,0.8,0,49,1.5,109,123,2.3,4
23.8,0.32,1.6,3.6,5.2,48.7,17,2.5,0,56,1.6,140,146,1.3,5
23.1,0.32,1.5,4.5,6.1,48.6,21,1.7,0,60,1.5,138,137,1.7,10
22.7,0.36,1.3,6,7.4,46.2,22,1.6,0,61,1.6,139,143,1.3,8
22.2,0.49,1.8,12.4,14.2,38.8,24,1.2,0,62,1.7,151,166,1,12
21.4,0.51,1.9,14.2,16.2,33.2,23,1.1,0,66,2,180,166,1.2,15
20.7,0.55,2.8,16.5,19.4,25.9,31,1.1,0,70,2.5,178,196,1.2,15
19.7,0.53,1.5,15.7,17.3,33,45,1.4,0,77,2.8,287,291,1.5,26
18.9,0.53,1.1,15.9,17,33.5,46,1.3,0,81,2.8,297,288,1.5,29
18.7,0.53,0.9,14.7,15.7,31.2,47,0.8,0,82,2.8,274,261,0.8,32
18.5,0.51,1.2,15.2,16.4,21.2,45,1,0,84,2.8,274,273,1.5,35
18.5,0.46,1.5,13.5,15,25.3,51,0.6,0.8,84,3.2,214,315,0.7,32
18.1,0.37,0.8,9.1,10,31,37,0.5,3.6,86,1.9,271,314,1.4,31
17.6,0.33,0.6,4.2,4.8,44.5,35,2.3,0.2,86,1.7,325,321,1.7,17
17,0.33,0.6,3.2,3.9,46.4,30,1.6,0,84,1.8,303,290,1.1,15
16.6,0.32,0.6,3.4,4.1,43.2,30,1.3,0.2,82,1.6,201,200,1.9,15
15.9,0.46,0.9,3.8,4.7,40.7,25,1,1.4,86,1.7,184,172,0.8,22
15.5,0.33,0.8,6.4,7.3,38.2,13,0.6,0.6,88,1.7,64,75,1.4,10
15.1,0.4,1.5,10.7,12.2,35.8,23,0.9,0,85,1.7,56,30,1.5,20
14.6,0.44,1.3,13.3,14.6,36.8,24,1.2,0,81,1.8,72,70,1.6,19
14.3,0.39,1.6,13.4,15.1,37.9,26,0.7,0,81,1.9,81,133,1.2,22
14.1,0.37,1.6,12.8,14.5,38.6,27,1.5,0.2,83,2,137,141,2.4,15
14.6,0.38,1.4,9.7,11.2,40,29,1.7,0,80,1.9,144,149,1.4,20
15.2,0.43,2.3,11.1,13.5,36.4,32,1.6,0,77,2.1,164,139,2.1,24
15.7,0.38,2,11.8,13.8,36.3,44,1.5,0,74,2.1,148,141,1.6,20
16.2,0.34,1.7,9.6,11.4,26.1,69,1.7,0,65,2.2,143,140,1.9,24
16.4,0.37,1.5,12.9,14.4,40.9,68,1.6,0,62,2.4,131,136,1.7,30
16.1,0.44,1.1,12,13.1,46.3,71,0.9,0,65,2.3,98,131,1.6,37
15.8,0.48,1.2,13.6,14.9,44.2,62,1.3,0,67,2.2,133,135,1.4,32
15.9,0.46,1.4,14.2,15.6,45.1,62,1.5,0,62,1.9,133,131,1.8,25
15.7,0.4,1.1,11.7,12.8,47.9,66,1.3,0,61,1.9,120,125,1.4,25
15.3,0.39,1,11.4,12.4,47,59,1.3,0,61,1.9,131,140,1.2,28
14.9,0.36,0.9,9.2,10.2,49.2,64,1.5,0,61,1.7,122,130,1.7,30
14.7,0.34,0.8,9,9.9,49.3,63,1.4,0,60,1.7,129,131,1.7,28
14.4,0.3,0.5,5.3,5.9,50.9,61,1.8,0,61,1.6,135,128,1.5,28
14.1,0.27,0.5,4.2,4.8,52.2,60,2.9,0,61,1.7,141,140,3.1,21
14,0.28,0.8,2.6,3.4,52.5,56,2.2,0,61,1.3,137,114,0.7,24
13.9,0.29,0.5,3.5,4,50.2,59,1.6,0,62,1.4,134,141,2.1,27
13.8,0.3,0.6,4.1,4.7,47.6,45,0.9,0,62,1.4,129,138,1,21
13.6,0.33,0.8,6.8,7.6,35.8,45,0.4,0,65,1.5,103,77,0.4,22
12.6,0.49,0.5,6,6.6,33.3,39,1.4,0,71,1.4,185,197,1.1,21
12.5,0.48,2.5,14.7,17.2,23.5,40,0.9,0,73,1.5,194,195,1,22
12.6,0.53,5,16.5,21.5,19.9,44,1.6,0,73,1.7,193,196,1.4,21
14,0.7,10.1,23.7,33.9,19.7,48,0.6,0,67,2.1,135,75,1.4,28
15.1,0.4,2.3,9.8,12.2,34.1,55,1.1,0,54,1.8,14,30,2,34
16,0.36,2.1,6.5,8.6,51.4,55,1.5,0,48,1.9,21,39,2.5,25
16.6,0.29,1.8,5.4,7.2,54.1,38,1.7,0,39,2,34,97,3.2,17
16.8,0.27,1.8,6.1,7.9,53.2,29,1.9,0,38,1.9,74,105,4,6
16.9,0.27,1.9,6.3,8.2,54.3,28,1.7,0,42,1.9,79,59,2.4,10
14.8,0.37,1.7,11.9,13.6,52.5,33,1.9,0,52,2.2,111,128,2.2,11
14,0.38,0.9,11.7,12.6,43.6,31,2.2,0,55,1.9,134,136,2.2,14
13.7,0.33,1.1,9.5,10.7,53.9,30,2.3,0,57,1.9,138,140,2.6,14
13.4,0.29,0.8,6.6,7.5,55.6,24,3.5,0,57,1.9,141,140,3.3,12
13,0.28,0.7,6,6.8,54.1,29,3.5,0,59,1.7,140,141,4,12
12.7,0.26,0.6,5.3,5.9,52,23,3.6,0,60,1.8,141,138,3.4,10
12.7,0.24,0.6,4.4,5.1,53.3,25,3.8,0,59,1.7,141,143,3.9,13
12.6,0.24,0.5,3.5,4.1,53.2,22,3.8,0,60,1.2,142,143,3.6,8
12.7,0.2,0.6,1.9,2.6,53.1,22,3.6,0,59,1.7,141,143,3.7,10
12.8,0.2,0.7,1.7,2.4,53.4,23,3.7,0,58,1.7,140,138,3.2,10
12.4,0.21,0.6,2.4,3,48.5,19,1,0,61,1.5,102,49,0.7,8
12.1,0.24,0.8,6.3,7.1,36.2,18,0.5,0,65,1.6,49,42,0.8,9
12.1,0.28,0.5,9,9.6,32.7,20,0.6,0,66,1.5,73,38,0.6,10
11.8,0.37,1,13.7,14.7,27.9,14,0.8,0,68,1.6,201,208,0.8,11
12.2,0.47,7,22,29,19.4,28,0.5,0,69,2.2,204,55,0.4,7
15,0.52,8.4,18.7,27.1,30.5,30,1,0,60,1.9,83,87,2,13
16.6,0.31,4,9.9,14,42.6,26,1.6,0,53,1.8,82,63,2.2,9
17.8,0.28,3.3,8.9,12.3,44.6,29,1.6,0,49,1.6,97,82,2.1,7
18.6,0.28,3.4,8.8,12.2,40.5,22,1.3,0,48,1.6,51,25,2.2,8
19.9,0.26,3,6.9,10,48.9,23,1.6,0,45,1.6,358,347,2.7,7
20.2,0.27,3.2,8.7,12,49,25,1.3,0,45,2.2,29,17,2.2,11
19.7,0.26,2.4,7.6,10.1,50.6,22,1.6,0,47,2.6,42,39,2.5,9
19.3,0.26,2.2,8.2,10.5,49.9,20,1.5,0,49,2.2,27,25,2.3,11
18.6,0.31,2.3,11.9,14.3,42.4,22,1.2,0,52,2.2,47,49,2.1,9
17.6,0.4,2.1,15.3,17.4,37.9,19,1,0,55,2.2,88,134,1.9,12
16.7,0.47,2.4,17.9,20.3,26.6,18,1,0,59,2.1,109,121,1.9,11
15.8,0.42,2,18,20.1,31.6,23,1.4,0,64,1.9,128,136,1,7
15.5,0.47,2.1,21.2,23.3,28.4,21,0.6,0,66,1.9,123,133,0.6,11
15.1,0.49,2.2,24.3,26.6,23.3,20,0.9,0,68,2,134,134,0.8,10
14.7,0.5,2.1,25.7,27.8,18.8,21,0.7,0,70,2,132,135,0.9,9
14.2,0.39,1.8,15.6,17.4,26.4,24,1.4,0,73,1.9,166,171,2,15
13.8,0.44,1.4,18.9,20.3,16.6,39,0.5,0,75,2.2,136,37,0.5,31
13.3,0.39,2,17.3,19.3,15.6,30,0.5,0,78,1.9,153,176,1.4,15
13.1,0.23,1.4,4.1,5.6,30.7,17,1.3,0,77,1.5,183,185,1.7,13
12.6,0.23,1.3,3.9,5.2,26.8,18,1,0,79,1.4,183,177,1,14
12.3,0.22,1.2,2.7,4,27,17,1.4,0,80,1.2,184,166,1.4,13
12.2,0.35,1.2,4.8,6,24.1,21,1.2,0,80,1.2,168,128,1,15
12.1,0.33,3.2,8.1,11.3,22.7,21,1.3,0,80,1.2,180,185,2.3,14
